genome_name,isolate_genus,isolate_species,strain,msk_id,Module,Description,pathway_completeness
Bacteroides_xylanisolvens_MSK_17_2,Bacteroides,xylanisolvens,MSK_17_2,MSK.17.2,MF0149,crotonyl-CoA to butyrate XXVII,0
Bacteroides_xylanisolvens_MSK_17_2,Bacteroides,xylanisolvens,MSK_17_2,MSK.17.2,MF0150,crotonyl-CoA to butyrate XXVIII,0
Bacteroides_xylanisolvens_MSK_17_2,Bacteroides,xylanisolvens,MSK_17_2,MSK.17.2,MF0151,1-butanol to butyrate I,0
Bacteroides_xylanisolvens_MSK_17_2,Bacteroides,xylanisolvens,MSK_17_2,MSK.17.2,MF0152,1-butanol to butyrate II,0
Bacteroides_xylanisolvens_MSK_17_2,Bacteroides,xylanisolvens,MSK_17_2,MSK.17.2,MF0153,1-butanol to butyrate III,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0001,arabinoxylan degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0002,fructan degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0003,pectin degradation I,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0004,pectine degradation II,0.5714285714285714
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0005,starch degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0006,lactose degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0007,lactose and galactose degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0008,maltose degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0009,melibiose degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0010,sucrose degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0011,sucrose degradation II,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0012,trehalose degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0013,allose degradation,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0014,arabinose degradation,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0015,fructose degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0016,fucose degradation,0.4
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0017,galactose degradation,0.6
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0018,mannose degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0019,rhamnose degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0020,ribose degradation,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0021,xylose degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0022,galacturonate degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0023,galacturonate degradation II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0024,phenylalanine degradation,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0025,tryptophan degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0026,tyrosine degradation I,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0027,tyrosine degradation II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0028,aspartate degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0029,aspartate degradation II,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0030,glutamate degradation I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0031,glutamate degradation II,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0032,glutamate degradation III,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0033,alanine degradation I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0034,alanine degradation II,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0035,glycine degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0036,isoleucine degradation,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0037,leucine degradation,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0038,methionine degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0039,methionine degradation II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0040,proline degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0041,valine degradation I,0.2857142857142857
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0042,asparagine degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0043,cysteine biosynthesis/homocysteine degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0044,cysteine degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0045,cysteine degradation II,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0046,glutamine degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0047,glutamine degradation II,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0048,serine degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0049,threonine degradation I,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0050,threonine degradation II,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0051,arginine degradation I,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0052,arginine degradation II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0053,arginine degradation III,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0054,arginine degradation IV,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0055,arginine degradation V,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0056,histidine degradation,0.75
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0057,lysine degradation I,0.16666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0058,lysine degradation II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0059,anaerobic fatty acid beta-oxidation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0060,glycerol degradation I,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0061,glycerol degradation II,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0062,glycerol degradation III,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0063,glyoxylate bypass,0.6
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0064,triacylglycerol degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0065,Bifidobacterium shunt,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0066,Entner-Doudoroff pathway,0.75
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0067,glycolysis (preparatory phase),1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0068,glycolysis (pay-off phase),1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0069,NADH:ferredoxin oxidoreductase,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0070,pentose phosphate pathway (oxidative phase),1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0071,pentose phosphate pathway (non-oxidative branch),1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0072,pyruvate dehydrogenase complex,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0073,pyruvate:ferredoxin oxidoreductase,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0074,pyruvate:formate lyase,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0075,acetate to acetyl-CoA,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0076,4-aminobutyrate degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0077,formate conversion,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0078,lactaldehyde degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0079,lactate consumption I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0080,lactate consumption II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0081,methanol conversion,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0082,putrescine degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0083,succinate consumption,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0084,succinate conversion to propionate,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0085,urea degradation,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0086,acetyl-CoA to acetate,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0087,acetyl-CoA to crotonyl-CoA,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0088,butyrate production I,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0089,butyrate production II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0090,ethanol production I,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0091,ethanol production II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0092,lactate production,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0093,propionate production I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0094,propionate production II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0095,propionate production III,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0096,succinate production,0.75
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0097,homoacetogenesis,0.42857142857142855
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0098,hydrogen metabolism,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0099,methanogenesis - methyl-coM,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0100,methanogenesis from carbon dioxide,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0101,nitrate reduction (dissimilatory),1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0102,sulfate reduction (dissimilatory),0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0103,mucin degradation,1
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0104,acetyl-CoA to crotonyl-CoA I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0105,acetyl-CoA to crotonyl-CoA II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0106,acetyl-CoA to crotonyl-CoA III,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0107,acetyl-CoA to crotonyl-CoA IV,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0108,acetyl-CoA to crotonyl-CoA V,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0109,acetyl-CoA to crotonyl-CoA VI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0110,acetyl-CoA to crotonyl-CoA VII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0111,acetyl-CoA to crotonyl-CoA VIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0112,acetyl-CoA to crotonyl-CoA IX,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0113,acetyl-CoA to crotonyl-CoA X,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0114,acetyl-CoA to crotonyl-CoA XI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0115,acetyl-CoA to crotonyl-CoA XII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0116,glutaryl-CoA to crotonyl-CoA I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0117,glutaryl-CoA to crotonyl-CoA II,0.5
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0118,succinate semialdehyde to crotonyl-CoA I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0119,succinate semialdehyde to crotonyl-CoA II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0120,2-oxoglutarate to crotonyl-CoA,0.3333333333333333
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0121,3-butenoyl-CoA to crotonyl-CoA,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0122,lysine to crotonyl-CoA,0.2
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0123,crotonyl-CoA to butyrate I,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0124,crotonyl-CoA to butyrate II,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0125,crotonyl-CoA to butyrate III,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0126,crotonyl-CoA to butyrate IV,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0127,crotonyl-CoA to butyrate V,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0128,crotonyl-CoA to butyrate VI,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0129,crotonyl-CoA to butyrate VII,0.6666666666666666
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0130,crotonyl-CoA to butyrate VIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0131,crotonyl-CoA to butyrate IX,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0132,crotonyl-CoA to butyrate X,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0133,crotonyl-CoA to butyrate XI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0134,crotonyl-CoA to butyrate XII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0135,crotonyl-CoA to butyrate XIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0136,crotonyl-CoA to butyrate XIV,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0137,crotonyl-CoA to butyrate XV,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0138,crotonyl-CoA to butyrate XVI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0139,crotonyl-CoA to butyrate XVII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0140,crotonyl-CoA to butyrate XVIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0141,crotonyl-CoA to butyrate XIX,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0142,crotonyl-CoA to butyrate XX,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0143,crotonyl-CoA to butyrate XXI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0144,crotonyl-CoA to butyrate XXII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0145,crotonyl-CoA to butyrate XXIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0146,crotonyl-CoA to butyrate XXIV,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0147,crotonyl-CoA to butyrate XXV,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0148,crotonyl-CoA to butyrate XXVI,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0149,crotonyl-CoA to butyrate XXVII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0150,crotonyl-CoA to butyrate XXVIII,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0151,1-butanol to butyrate I,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0152,1-butanol to butyrate II,0
Bacteroides_xylanisolvens_MSK_19_24,Bacteroides,xylanisolvens,MSK_19_24,MSK.19.24,MF0153,1-butanol to butyrate III,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0001,arabinoxylan degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0002,fructan degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0003,pectin degradation I,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0004,pectine degradation II,0.5714285714285714
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0005,starch degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0006,lactose degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0007,lactose and galactose degradation,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0008,maltose degradation,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0009,melibiose degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0010,sucrose degradation I,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0011,sucrose degradation II,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0012,trehalose degradation,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0013,allose degradation,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0014,arabinose degradation,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0015,fructose degradation,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0016,fucose degradation,0.4
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0017,galactose degradation,0.6
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0018,mannose degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0019,rhamnose degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0020,ribose degradation,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0021,xylose degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0022,galacturonate degradation I,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0023,galacturonate degradation II,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0024,phenylalanine degradation,0.3333333333333333
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0025,tryptophan degradation,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0026,tyrosine degradation I,0.5
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0027,tyrosine degradation II,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0028,aspartate degradation I,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0029,aspartate degradation II,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0030,glutamate degradation I,0
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0031,glutamate degradation II,1
Bacteroides_sp_MSK_20_12,Bacteroides,xylanisolvens,MSK_20_12,MSK.20.12,MF0032,glutamate degradation III,0
